Obesity.BMI GENDER Litter cage
-0.466125870418199 M 2 79D
-0.452906130454179 F 2 78G
-0.534935347216168 F 1 77F
-0.284739675334982 M 1 82C
-0.418677225524371 M 2 84C
-0.442221691747196 M 4 84D
-0.335482885475881 M 1 79B
-0.476012349731523 F 2 81E
-0.473741514068282 F 1 72D
-0.499248101328696 M 2 71A
-0.403059452808069 M 1 81D
-0.508589833094423 F 5 83D
-0.503948609692398 F 3 75F
-0.421087524333478 M 2 71A
-0.441287942416849 M 2 74C
-0.485973666640785 M 3 84B
-0.309213444718182 M 1 83C
-0.498551895547355 M 3 72C
-0.444115265856068 M 1 83B
-0.46245672205318 M 1 74A
-0.469720240135358 F 2 77E
-0.511219132735344 F 2 81E
-0.489851321703987 M 2 76B
-0.365887914061215 M 3 84B
-0.411438816600452 M 3 76B
-0.416208894983125 M 2 75C
-0.414597823103579 F 2 78G
-0.546143102252165 F 3 75F
-0.358506663385765 M 1 82D
-0.460944180564177 M 5 73A
-0.44021617608011 M 3 81C
-0.43008076623356 M 4 84D
-0.507844906186447 M 5 73A
-0.333648756514701 M 5 81A
-0.472712135814607 F 1 72E
-0.499864381858222 F 5 83F
-0.402363264943219 F 1 85E
-0.455717330252768 M 2 71A
-0.407518745414182 M 1 80D
-0.318758762624413 M 1 82C
-0.495225871536441 M 3 75A
-0.496809361552046 F 2 78G
-0.48775814466767 F 2 82G
-0.427803953392767 M 2 84A
-0.415678562440098 M 2 77B
-0.538691565317531 F 1 81F
-0.485336128971254 F 4 80F
-0.344846656316175 M 2 72A
-0.477800370545149 F 1 72D
-0.434930751507768 M 2 84C
-0.372132745065752 F 1 85E
-0.445459231492482 M 3 75D
-0.512347598844462 F 2 84E
-0.384251219513346 F 2 76E
-0.331361193594976 M 2 76C
-0.502998111224407 F 4 80F
-0.447759964192429 F 2 78G
-0.280262956697219 M 4 74B
-0.43232659006401 M 2 78D
-0.429188724645977 M 2 75B
-0.475665580219086 M 2 77D
-0.437633138328148 M 3 75D
-0.507339870331401 M 2 71A
-0.459709838509124 F 4 80F
-0.397314173908845 M 1 82D
-0.498030237196958 M 2 72A
-0.363734715781526 M 1 82C
-0.398266116802174 M 3 83A
-0.445751028550328 M 2 73C
